COMMONNAME,RUN,RECOVERYDOMAIN,ESU_DPS,MAJORPOPGROUP,POPID,NMFS_POPID,LOCATIONNAME,POPULATIONNAME,ESAPOPNAME,COMMONPOPNAME,POPFIT,POPFITNOTES,SMOLTEQLOCATION,SMOLTEQLOCPTCODE,OUTMIGRATIONYEAR,CONTACTAGENCY,METHODNUMBER,BESTVALUE,TOTALNATURAL,TOTALNATURALLOWERLIMIT,TOTALNATURALUPPERLIMIT,TOTALNATURALALPHA,AGE0PROP,AGE0PROPLOWERLIMIT,AGE0PROPUPPERLIMIT,AGE1PROP,AGE1PROPLOWERLIMIT,AGE1PROPUPPERLIMIT,AGE2PROP,AGE2PROPLOWERLIMIT,AGE2PROPUPPERLIMIT,AGE3PROP,AGE3PROPLOWERLIMIT,AGE3PROPUPPERLIMIT,AGE4PLUSPROP,AGE4PLUSPROPLOWERLIMIT,AGE4PLUSPROPUPPERLIMIT,AGEPROPALPHA,PROTMETHNAME,PROTMETHURL,PROTMETHDOCUMENTATION,METHODADJUSTMENTS,OTHERDATASOURCES,COMMENTS,NULLRECORD,DATASTATUS,INDICATORLOCATION,CONTACTPERSONFIRST,CONTACTPERSONLAST,CONTACTPHONE,CONTACTEMAIL,METACOMMENTS,SUBMITAGENCY,REFID,COMPILERRECORDID,ID,CONTACTAGY,DATASETVERSION,UPDDATE,SNLOADDATE,HLI_LASTUPDATED,LASTUPDATED,LASTMODIFIEDON
Chinook salmon,Summer,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",Upper Salmon,32,85,Pahsimeroi River,Pahsimeroi River - summer Chinook salmon,"Salmon, Chinook (Snake River spring/summer-run ESU) Pahsimeroi River - summer",,Portion,Most of pop captured,"Pahsimeroi River, RKM = 2",PAHTRP,2023,Idaho Department of Fish and Game,1,Yes,12021,9985,21359,0.05,,,,,,,,,,,,,,,,,IDFG ROTARY SCREW TRAPPING for wild Chinook Salmon and steelhead emigrants in the Clearwater and Salmon River basins. v2.0,https://www.monitoringresources.org/Document/Protocol/Details/3570,,"Not all life stages available for all years, some locations use females released above weirs instead of total redds",None,Adult females above weir - escapement estimates,No,Final,JuvenileData master workbook on NPM Collaboration website,Bruce,Barnett,208-465-8404,bruce.barnett@idfg.idaho.gov,,IDFG,,d225490a-823a-41c5-b920-bc4589038b4e,d225490a-823a-41c5-b920-bc4589038b4e,IDFG,2024/11/25 10:00,2024/07/25 12:00:00,2024/06/07 08:37:31,,2024/06/07 01:01:21,2024/08/05 08:53:33
Chinook salmon,Summer,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",South Fork Salmon,28,91,South Fork Salmon River,South Fork Salmon River - summer Chinook salmon,"Salmon, Chinook (Snake River spring/summer-run ESU) South Fork Salmon River - summer",,Portion,Most of pop captured,"South Fork Salmon River, RKM = 63",SFSRKT,2023,Idaho Department of Fish and Game,1,Yes,129594,112774,153078,0.05,,,,,,,,,,,,,,,,,IDFG ROTARY SCREW TRAPPING for wild Chinook Salmon and steelhead emigrants in the Clearwater and Salmon River basins. v2.0,https://www.monitoringresources.org/Document/Protocol/Details/3570,,"Not all life stages available for all years, some locations use females released above weirs instead of total redds",None,"165 females above weir, 88 redds below",No,Final,JuvenileData master workbook on NPM Collaboration website,Bruce,Barnett,208-465-8404,bruce.barnett@idfg.idaho.gov,,IDFG,,5907b452-3049-4c7f-a00f-e21f415ac347,5907b452-3049-4c7f-a00f-e21f415ac347,IDFG,2024/11/25 10:00,2024/07/25 12:00:00,2024/06/07 08:37:49,,2024/06/07 01:01:25,2024/08/05 08:53:38
Chinook salmon,Summer,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",Upper Salmon,32,85,Pahsimeroi River,Pahsimeroi River - summer Chinook salmon,"Salmon, Chinook (Snake River spring/summer-run ESU) Pahsimeroi River - summer",,Portion,Most of pop captured,"Pahsimeroi River, RKM = 2",PAHTRP,2022,Idaho Department of Fish and Game,1,Yes,22938,21150,25848,0.05,,,,,,,,,,,,,,,,,IDFG ROTARY SCREW TRAPPING for wild Chinook Salmon and steelhead emigrants in the Clearwater and Salmon River basins. v2.0,https://www.monitoringresources.org/Document/Protocol/Details/3570,,,,Adult females above weir - escapement estimates,No,Final,JuvenileData master workbook on NPM Collaboration website,Bruce,Barnett,208-465-8404,bruce.barnett@idfg.idaho.gov,,IDFG,,a52527eb-d548-4cfd-b9cd-5279721e7ab6,a52527eb-d548-4cfd-b9cd-5279721e7ab6,IDFG,2024/11/25 10:00,2024/07/25 12:00:00,2023/06/08 01:20:12,,2023/06/08 01:20:12,2024/08/05 08:53:44
Chinook salmon,Summer,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",South Fork Salmon,28,91,South Fork Salmon River,South Fork Salmon River - summer Chinook salmon,"Salmon, Chinook (Snake River spring/summer-run ESU) South Fork Salmon River - summer",,Portion,Most of pop captured,"South Fork Salmon River, RKM = 63",SFSRKT,2022,Idaho Department of Fish and Game,1,Yes,70364,65071,78288,0.05,,,,,,,,,,,,,,,,,IDFG ROTARY SCREW TRAPPING for wild Chinook Salmon and steelhead emigrants in the Clearwater and Salmon River basins. v2.0,https://www.monitoringresources.org/Document/Protocol/Details/3570,,,,"26 females above weir, 46 redds below. Estimate was updated on 3/9/23 Barnett",No,Final,JuvenileData master workbook on NPM Collaboration website,Bruce,Barnett,208-465-8404,bruce.barnett@idfg.idaho.gov,,IDFG,,8e8eaee0-5b34-4913-a318-55c79d85dd2a,8e8eaee0-5b34-4913-a318-55c79d85dd2a,IDFG,2024/11/25 10:00,2024/07/25 12:00:00,2023/06/05 11:21:04,,2023/06/05 11:21:04,2024/08/05 08:53:49
Chinook salmon,Summer,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",Upper Salmon,32,85,Pahsimeroi River,Pahsimeroi River - summer Chinook salmon,"Salmon, Chinook (Snake River spring/summer-run ESU) Pahsimeroi River - summer",,Portion,Most of pop captured,"Pahsimeroi River, RKM = 2",PAHTRP,2021,Idaho Department of Fish and Game,1,Yes,11343,8418,22669,0.05,,,,,,,,,,,,,,,,,IDFG ROTARY SCREW TRAPPING for wild Chinook Salmon and steelhead emigrants in the Clearwater and Salmon River basins. v2.0,https://www.monitoringresources.org/Document/Protocol/Details/3570,,"Not all life stages available for all years, some locations use females released above weirs instead of total redds",None,Adult females are weir escapement estimates,No,Final,JuvenileData master workbook on NPM Collaboration website,Bruce,Barnett,208-465-8404,bruce.barnett@idfg.idaho.gov,,IDFG,,3394bdea-9d61-412c-9466-b0564cc38970,3394bdea-9d61-412c-9466-b0564cc38970,IDFG,2024/11/25 10:00,2024/07/25 12:00:00,2022/06/03 03:48:26,,2023/03/29 12:23:32,2024/08/05 08:53:56
Chinook salmon,Summer,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",South Fork Salmon,28,91,South Fork Salmon River,South Fork Salmon River - summer Chinook salmon,"Salmon, Chinook (Snake River spring/summer-run ESU) South Fork Salmon River - summer",,Portion,Most of pop captured,"South Fork Salmon River, RKM = 63",SFSRKT,2021,Idaho Department of Fish and Game,1,Yes,146374,123370,194235,0.05,,,,,,,,,,,,,,,,,IDFG ROTARY SCREW TRAPPING for wild Chinook Salmon and steelhead emigrants in the Clearwater and Salmon River basins. v2.0,https://www.monitoringresources.org/Document/Protocol/Details/3570,,"Not all life stages available for all years, some locations use females released above weirs instead of total redds",None,135 females released above weir - 54 redds below weir,No,Final,JuvenileData master workbook on NPM Collaboration website,Bruce,Barnett,208-465-8404,bruce.barnett@idfg.idaho.gov,,IDFG,,09f370d4-d9ba-4893-a67d-d03cd557e070,09f370d4-d9ba-4893-a67d-d03cd557e070,IDFG,2024/11/25 10:00,2024/07/25 12:00:00,2022/06/03 03:48:29,,2023/03/29 12:23:33,2024/08/05 08:54:01
Chinook salmon,Summer,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",Upper Salmon,32,85,Pahsimeroi River,Pahsimeroi River - summer Chinook salmon,"Salmon, Chinook (Snake River spring/summer-run ESU) Pahsimeroi River - summer",,Portion,Most of pop captured,"Pahsimeroi River, RKM = 2",PAHTRP,2020,Idaho Department of Fish and Game,1,Yes,19109,16798,24552,0.05,,,,,,,,,,,,,,,,,IDFG ROTARY SCREW TRAPPING for wild Chinook Salmon and steelhead emigrants in the Clearwater and Salmon River basins. v2.0,https://www.monitoringresources.org/Document/Protocol/Details/3570,,"Not all life stages available for all years, some locations use females released above weirs instead of total redds",, ,No,Final,JuvenileData master workbook on NPM Collaboration website,Bruce,Barnett,208-465-8404,bruce.barnett@idfg.idaho.gov,,IDFG,,4f7b142a-47a5-4671-829c-4c5c3bb0d181,4f7b142a-47a5-4671-829c-4c5c3bb0d181,IDFG,2024/11/25 10:00,2024/07/25 12:00:00,2022/03/29 05:40:11,,2022/03/29 05:53:03,2024/08/05 08:54:08
Chinook salmon,Summer,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",South Fork Salmon,28,91,South Fork Salmon River,South Fork Salmon River - summer Chinook salmon,"Salmon, Chinook (Snake River spring/summer-run ESU) South Fork Salmon River - summer",,Portion,Most of pop captured,"South Fork Salmon River, RKM = 63",SFSRKT,2020,Idaho Department of Fish and Game,1,Yes,128901,108525,185918,0.05,,,,,,,,,,,,,,,,,IDFG ROTARY SCREW TRAPPING for wild Chinook Salmon and steelhead emigrants in the Clearwater and Salmon River basins. v2.0,https://www.monitoringresources.org/Document/Protocol/Details/3570,,"Not all life stages available for all years, some locations use females released above weirs instead of total redds",, ,No,Final,JuvenileData master workbook on NPM Collaboration website,Bruce,Barnett,208-465-8404,bruce.barnett@idfg.idaho.gov,,IDFG,,d413e771-f2ff-455c-a52a-a48ddeb10c4d,d413e771-f2ff-455c-a52a-a48ddeb10c4d,IDFG,2024/11/25 10:00,2024/07/25 12:00:00,2022/03/29 05:40:14,,2022/03/29 05:53:04,2024/08/05 08:54:13
Chinook salmon,Summer,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",Upper Salmon,32,85,Pahsimeroi River,Pahsimeroi River - summer Chinook salmon,"Salmon, Chinook (Snake River spring/summer-run ESU) Pahsimeroi River - summer",,Portion,Most of pop captured,"Pahsimeroi River, RKM = 2",PAHTRP,2019,Idaho Department of Fish and Game,1,Yes,16656,9580,22428,0.05,,,,,,,,,,,,,,,,,IDFG ROTARY SCREW TRAPPING for wild Chinook Salmon and steelhead emigrants in the Clearwater and Salmon River basins. v2.0,https://www.monitoringresources.org/Document/Protocol/Details/3570,,"Not all life stages available for all years, some locations use females released above weirs instead of total redds",,Adults are from Modified Escapement Estimator,No,Final,JuvenileData master workbook on NPM Collaboration website,Bruce,Barnett,208-465-8404,bruce.barnett@idfg.idaho.gov,,IDFG,,52fdbafa-350f-4ab7-a463-226009ed2cb4,52fdbafa-350f-4ab7-a463-226009ed2cb4,IDFG,2024/11/25 10:00,2024/07/25 12:00:00,2022/03/29 05:40:19,,2022/03/29 05:53:07,2024/08/05 08:54:21
Chinook salmon,Summer,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",South Fork Salmon,28,91,South Fork Salmon River,South Fork Salmon River - summer Chinook salmon,"Salmon, Chinook (Snake River spring/summer-run ESU) South Fork Salmon River - summer",,Portion,Most of pop captured,"South Fork Salmon River, RKM = 63",SFSRKT,2019,Idaho Department of Fish and Game,1,Yes,89419,76533,109111,0.05,,,,,,,,,,,,,,,,,IDFG ROTARY SCREW TRAPPING for wild Chinook Salmon and steelhead emigrants in the Clearwater and Salmon River basins. v2.0,https://www.monitoringresources.org/Document/Protocol/Details/3570,,"Not all life stages available for all years, some locations use females released above weirs instead of total redds",, ,No,Final,JuvenileData master workbook on NPM Collaboration website,Bruce,Barnett,208-465-8404,bruce.barnett@idfg.idaho.gov,,IDFG,,cea1dd28-c413-4d04-bfda-6135124b24a2,cea1dd28-c413-4d04-bfda-6135124b24a2,IDFG,2024/11/25 10:00,2024/07/25 12:00:00,2022/03/29 05:40:23,,2022/03/29 05:53:09,2024/08/05 08:54:28
Chinook salmon,Summer,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",Upper Salmon,32,85,Pahsimeroi River,Pahsimeroi River - summer Chinook salmon,"Salmon, Chinook (Snake River spring/summer-run ESU) Pahsimeroi River - summer",,Portion,Most of pop captured,"Pahsimeroi River, RKM = 2",PAHTRP,2018,Idaho Department of Fish and Game,1,Yes,79501,69986,103747,0.05,,,,,,,,,,,,,,,,,IDFG ROTARY SCREW TRAPPING for wild Chinook Salmon and steelhead emigrants in the Clearwater and Salmon River basins. v2.0,https://www.monitoringresources.org/Document/Protocol/Details/3570,,"Not all life stages available for all years, some locations use females released above weirs instead of total redds",,updated abundance on 4/21/21,No,Final,JuvenileData master workbook on NPM Collaboration website,Bruce,Barnett,208-465-8404,bruce.barnett@idfg.idaho.gov,,IDFG,,f6cbbd7f-9bf4-43eb-886c-c2463afd5b60,f6cbbd7f-9bf4-43eb-886c-c2463afd5b60,IDFG,2024/11/25 10:00,2024/07/25 12:00:00,2022/03/29 05:40:28,,2022/03/29 05:53:12,2024/08/05 08:54:38
Chinook salmon,Summer,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",South Fork Salmon,28,91,South Fork Salmon River,South Fork Salmon River - summer Chinook salmon,"Salmon, Chinook (Snake River spring/summer-run ESU) South Fork Salmon River - summer",,Portion,Most of pop captured,"South Fork Salmon River, RKM = 63",SFSRKT,2018,Idaho Department of Fish and Game,1,Yes,178845,155468,191069,0.05,,,,,,,,,,,,,,,,,IDFG ROTARY SCREW TRAPPING for wild Chinook Salmon and steelhead emigrants in the Clearwater and Salmon River basins. v2.0,https://www.monitoringresources.org/Document/Protocol/Details/3570,,"Not all life stages available for all years, some locations use females released above weirs instead of total redds",, ,No,Final,JuvenileData master workbook on NPM Collaboration website,Bruce,Barnett,208-465-8404,bruce.barnett@idfg.idaho.gov,,IDFG,,69397808-ed0c-4b3d-b650-10902cf5eca9,69397808-ed0c-4b3d-b650-10902cf5eca9,IDFG,2024/11/25 10:00,2024/07/25 12:00:00,2022/03/29 05:40:32,,2022/03/29 05:53:14,2024/08/05 08:54:44
Chinook salmon,Summer,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",Upper Salmon,32,85,Pahsimeroi River,Pahsimeroi River - summer Chinook salmon,"Salmon, Chinook (Snake River spring/summer-run ESU) Pahsimeroi River - summer",,Portion,Most of pop captured,"Pahsimeroi River, RKM = 2",PAHTRP,2017,Idaho Department of Fish and Game,1,Yes,44166,39417,49654,0.05,,,,,,,,,,,,,,,,,IDFG ROTARY SCREW TRAPPING for wild Chinook Salmon and steelhead emigrants in the Clearwater and Salmon River basins. v2.0,https://www.monitoringresources.org/Document/Protocol/Details/3570,,"Not all life stages available for all years, some locations use females released above weirs instead of total redds",,updated abundance on 4/21/21,No,Final,JuvenileData master workbook on NPM Collaboration website,Bruce,Barnett,208-465-8404,bruce.barnett@idfg.idaho.gov,,IDFG,,4e5b31be-bebd-490e-8aaa-a54d808f3075,4e5b31be-bebd-490e-8aaa-a54d808f3075,IDFG,2024/11/25 10:00,2024/07/25 12:00:00,2022/03/29 05:40:38,,2022/03/29 05:53:17,2024/08/05 08:54:54
Chinook salmon,Summer,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",South Fork Salmon,28,91,South Fork Salmon River,South Fork Salmon River - summer Chinook salmon,"Salmon, Chinook (Snake River spring/summer-run ESU) South Fork Salmon River - summer",,Portion,Most of pop captured,"South Fork Salmon River, RKM = 63",SFSRKT,2017,Idaho Department of Fish and Game,1,Yes,90453,75913,112554,0.05,,,,,,,,,,,,,,,,,IDFG ROTARY SCREW TRAPPING for wild Chinook Salmon and steelhead emigrants in the Clearwater and Salmon River basins. v2.0,https://www.monitoringresources.org/Document/Protocol/Details/3570,,"Not all life stages available for all years, some locations use females released above weirs instead of total redds",, ,No,Final,JuvenileData master workbook on NPM Collaboration website,Bruce,Barnett,208-465-8404,bruce.barnett@idfg.idaho.gov,,IDFG,,8c333886-15e9-4d98-a364-e7e23c91a3b3,8c333886-15e9-4d98-a364-e7e23c91a3b3,IDFG,2024/11/25 10:00,2024/07/25 12:00:00,2022/03/29 05:40:42,,2022/03/29 05:53:20,2024/08/05 08:55:00
Chinook salmon,Summer,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",Upper Salmon,32,85,Pahsimeroi River,Pahsimeroi River - summer Chinook salmon,"Salmon, Chinook (Snake River spring/summer-run ESU) Pahsimeroi River - summer",,Portion,Most of pop captured,"Pahsimeroi River, RKM = 2",PAHTRP,2016,Idaho Department of Fish and Game,1,Yes,70596,63703,83951,0.05,,,,,,,,,,,,,,,,,IDFG ROTARY SCREW TRAPPING for wild Chinook Salmon and steelhead emigrants in the Clearwater and Salmon River basins. v2.0,https://www.monitoringresources.org/Document/Protocol/Details/3570,,"Not all life stages available for all years, some locations use females released above weirs instead of total redds",,updated abundance on 4/21/21,No,Final,JuvenileData master workbook on NPM Collaboration website,Bruce,Barnett,208-465-8404,bruce.barnett@idfg.idaho.gov,,IDFG,,21f63d0b-ff88-4651-82d7-58180ba2327d,21f63d0b-ff88-4651-82d7-58180ba2327d,IDFG,2024/11/25 10:00,2024/07/25 12:00:00,2022/03/29 05:40:48,,2022/03/29 05:53:22,2024/08/05 08:55:10
Chinook salmon,Summer,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",South Fork Salmon,28,91,South Fork Salmon River,South Fork Salmon River - summer Chinook salmon,"Salmon, Chinook (Snake River spring/summer-run ESU) South Fork Salmon River - summer",,Portion,Most of pop captured,"South Fork Salmon River, RKM = 63",SFSRKT,2016,Idaho Department of Fish and Game,1,Yes,102681,88118,121096,0.05,,,,,,,,,,,,,,,,,IDFG ROTARY SCREW TRAPPING for wild Chinook Salmon and steelhead emigrants in the Clearwater and Salmon River basins. v2.0,https://www.monitoringresources.org/Document/Protocol/Details/3570,,"Not all life stages available for all years, some locations use females released above weirs instead of total redds",,incomplete data,No,Final,JuvenileData master workbook on NPM Collaboration website,Bruce,Barnett,208-465-8404,bruce.barnett@idfg.idaho.gov,,IDFG,,b5119304-7c43-468a-a860-557273efce11,b5119304-7c43-468a-a860-557273efce11,IDFG,2024/11/25 10:00,2024/07/25 12:00:00,2022/03/29 05:40:52,,2022/03/29 05:53:24,2024/08/05 08:55:16
Chinook salmon,Summer,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",Upper Salmon,32,85,Pahsimeroi River,Pahsimeroi River - summer Chinook salmon,"Salmon, Chinook (Snake River spring/summer-run ESU) Pahsimeroi River - summer",,Portion,Most of pop captured,"Pahsimeroi River, RKM = 2",PAHTRP,2015,Idaho Department of Fish and Game,1,Yes,16525,14327,24418,0.05,,,,,,,,,,,,,,,,,IDFG ROTARY SCREW TRAPPING for wild Chinook Salmon and steelhead emigrants in the Clearwater and Salmon River basins. v2.0,https://www.monitoringresources.org/Document/Protocol/Details/3570,,"Not all life stages available for all years, some locations use females released above weirs instead of total redds",, ,No,Final,JuvenileData master workbook on NPM Collaboration website,Bruce,Barnett,208-465-8404,bruce.barnett@idfg.idaho.gov,,IDFG,,0f6c9b55-1aea-48da-91dc-200f13fad4c2,0f6c9b55-1aea-48da-91dc-200f13fad4c2,IDFG,2024/11/25 10:00,2024/07/25 12:00:00,2022/03/29 05:40:56,,2022/03/29 05:53:28,2024/08/05 08:55:25
Chinook salmon,Summer,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",South Fork Salmon,28,91,South Fork Salmon River,South Fork Salmon River - summer Chinook salmon,"Salmon, Chinook (Snake River spring/summer-run ESU) South Fork Salmon River - summer",,Portion,Most of pop captured,"South Fork Salmon River, RKM = 118",KNOXB,2015,Idaho Department of Fish and Game,1,Yes,21571,20073,23438,0.05,,,,,,,,,,,,,,,,,IDFG ROTARY SCREW TRAPPING for wild Chinook Salmon and steelhead emigrants in the Clearwater and Salmon River basins. v2.0,https://www.monitoringresources.org/Document/Protocol/Details/3570,,"Not all life stages available for all years, some locations use females released above weirs instead of total redds",, ,No,Final,JuvenileData master workbook on NPM Collaboration website,Bruce,Barnett,208-465-8404,bruce.barnett@idfg.idaho.gov,,IDFG,,0b42e69d-ada7-4541-82ac-9db38eec153b,0b42e69d-ada7-4541-82ac-9db38eec153b,IDFG,2024/11/25 10:00,2024/07/25 12:00:00,2022/03/29 05:40:59,,2022/03/29 05:53:29,2024/08/05 08:55:30
Chinook salmon,Summer,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",Upper Salmon,32,85,Pahsimeroi River,Pahsimeroi River - summer Chinook salmon,"Salmon, Chinook (Snake River spring/summer-run ESU) Pahsimeroi River - summer",,Portion,Most of pop captured,"Pahsimeroi River, RKM = 2",PAHTRP,2014,Idaho Department of Fish and Game,1,Yes,62148,55664,72669,0.05,,,,,,,,,,,,,,,,,IDFG ROTARY SCREW TRAPPING for wild Chinook Salmon and steelhead emigrants in the Clearwater and Salmon River basins. v2.0,https://www.monitoringresources.org/Document/Protocol/Details/3570,,"Not all life stages available for all years, some locations use females released above weirs instead of total redds",,updated abundance on 4/21/21,No,Final,JuvenileData master workbook on NPM Collaboration website,Bruce,Barnett,208-465-8404,bruce.barnett@idfg.idaho.gov,,IDFG,,763a5d57-7156-47d4-9118-dad82fc2ad29,763a5d57-7156-47d4-9118-dad82fc2ad29,IDFG,2024/11/25 10:00,2024/07/25 12:00:00,2022/03/29 05:41:07,,2022/03/29 05:53:34,2024/08/05 08:55:41
Chinook salmon,Summer,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",South Fork Salmon,28,91,South Fork Salmon River,South Fork Salmon River - summer Chinook salmon,"Salmon, Chinook (Snake River spring/summer-run ESU) South Fork Salmon River - summer",,Portion,Most of pop captured,"South Fork Salmon River, RKM = 118",KNOXB,2014,Idaho Department of Fish and Game,1,Yes,100684,95779,106245,0.05,,,,,,,,,,,,,,,,,IDFG ROTARY SCREW TRAPPING for wild Chinook Salmon and steelhead emigrants in the Clearwater and Salmon River basins. v2.0,https://www.monitoringresources.org/Document/Protocol/Details/3570,,"Not all life stages available for all years, some locations use females released above weirs instead of total redds",, ,No,Final,JuvenileData master workbook on NPM Collaboration website,Bruce,Barnett,208-465-8404,bruce.barnett@idfg.idaho.gov,,IDFG,,d0241eb9-b05a-4bdf-aa05-cfea17525f88,d0241eb9-b05a-4bdf-aa05-cfea17525f88,IDFG,2024/11/25 10:00,2024/07/25 12:00:00,2022/03/29 05:41:10,,2022/03/29 05:53:36,2024/08/05 08:55:46
Chinook salmon,Summer,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",Upper Salmon,32,85,Pahsimeroi River,Pahsimeroi River - summer Chinook salmon,"Salmon, Chinook (Snake River spring/summer-run ESU) Pahsimeroi River - summer",,Portion,Most of pop captured,"Pahsimeroi River, RKM = 2",PAHTRP,2013,Idaho Department of Fish and Game,1,Yes,51713,44469,60600,0.05,,,,,,,,,,,,,,,,,IDFG ROTARY SCREW TRAPPING for wild Chinook Salmon and steelhead emigrants in the Clearwater and Salmon River basins. v2.0,https://www.monitoringresources.org/Document/Protocol/Details/3570,,"Not all life stages available for all years, some locations use females released above weirs instead of total redds",, ,No,Final,JuvenileData master workbook on NPM Collaboration website,Bruce,Barnett,208-465-8404,bruce.barnett@idfg.idaho.gov,,IDFG,,afa4fc57-0420-4802-a329-ccdd1c151b80,afa4fc57-0420-4802-a329-ccdd1c151b80,IDFG,2024/11/25 10:00,2024/07/25 12:00:00,2022/03/29 05:41:17,,2022/03/29 05:53:40,2024/08/05 08:55:59
Chinook salmon,Summer,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",South Fork Salmon,28,91,South Fork Salmon River,South Fork Salmon River - summer Chinook salmon,"Salmon, Chinook (Snake River spring/summer-run ESU) South Fork Salmon River - summer",,Portion,Most of pop captured,"South Fork Salmon River, RKM = 118",KNOXB,2013,Idaho Department of Fish and Game,1,Yes,81786,44583,86062,0.05,,,,,,,,,,,,,,,,,IDFG ROTARY SCREW TRAPPING for wild Chinook Salmon and steelhead emigrants in the Clearwater and Salmon River basins. v2.0,https://www.monitoringresources.org/Document/Protocol/Details/3570,,"Not all life stages available for all years, some locations use females released above weirs instead of total redds",, ,No,Final,JuvenileData master workbook on NPM Collaboration website,Bruce,Barnett,208-465-8404,bruce.barnett@idfg.idaho.gov,,IDFG,,23d5f9bb-1228-4666-8645-4825c2d89b98,23d5f9bb-1228-4666-8645-4825c2d89b98,IDFG,2024/11/25 10:00,2024/07/25 12:00:00,2022/03/29 05:41:20,,2022/03/29 05:53:42,2024/08/05 08:56:05
Chinook salmon,Summer,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",Upper Salmon,32,85,Pahsimeroi River,Pahsimeroi River - summer Chinook salmon,"Salmon, Chinook (Snake River spring/summer-run ESU) Pahsimeroi River - summer",,Portion,Most of pop captured,"Pahsimeroi River, RKM = 2",PAHTRP,2012,Idaho Department of Fish and Game,1,Yes,44247,35688,56020,0.05,,,,,,,,,,,,,,,,,IDFG ROTARY SCREW TRAPPING for wild Chinook Salmon and steelhead emigrants in the Clearwater and Salmon River basins. v2.0,https://www.monitoringresources.org/Document/Protocol/Details/3570,,"Not all life stages available for all years, some locations use females released above weirs instead of total redds",, ,No,Final,JuvenileData master workbook on NPM Collaboration website,Bruce,Barnett,208-465-8404,bruce.barnett@idfg.idaho.gov,,IDFG,,3a1088d9-6133-4626-bf0c-75f7e9540dc0,3a1088d9-6133-4626-bf0c-75f7e9540dc0,IDFG,2024/11/25 10:00,2024/07/25 12:00:00,2022/03/29 05:41:28,,2022/03/29 05:53:46,2024/08/05 08:56:18
Chinook salmon,Summer,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",South Fork Salmon,28,91,South Fork Salmon River,South Fork Salmon River - summer Chinook salmon,"Salmon, Chinook (Snake River spring/summer-run ESU) South Fork Salmon River - summer",,Portion,Most of pop captured,"South Fork Salmon River, RKM = 118",KNOXB,2012,Idaho Department of Fish and Game,1,Yes,200992,191287,211808,0.05,,,,,,,,,,,,,,,,,IDFG ROTARY SCREW TRAPPING for wild Chinook Salmon and steelhead emigrants in the Clearwater and Salmon River basins. v2.0,https://www.monitoringresources.org/Document/Protocol/Details/3570,,"Not all life stages available for all years, some locations use females released above weirs instead of total redds",,fry omitted from totals and estimates,No,Final,JuvenileData master workbook on NPM Collaboration website,Bruce,Barnett,208-465-8404,bruce.barnett@idfg.idaho.gov,,IDFG,,5a661d79-e682-4258-9f4e-78d5ae167999,5a661d79-e682-4258-9f4e-78d5ae167999,IDFG,2024/11/25 10:00,2024/07/25 12:00:00,2022/03/29 05:41:31,,2022/03/29 05:53:48,2024/08/05 08:56:23
