COMMONNAME,RUN,RECOVERYDOMAIN,ESU_DPS,MAJORPOPGROUP,POPID,NMFS_POPID,LOCATIONNAME,POPULATIONNAME,ESAPOPNAME,COMMONPOPNAME,POPFIT,POPFITNOTES,SMOLTLOCATION,SMOLTDEF,SMOLTLOCPTCODE,ADULTLOCATION,SMOLTTOADULTLOCS,SARTYPE,SCOPEOFINFERENCE,OUTMIGRATIONYEAR,TRTMETHOD,CONTACTAGY,CONTACTAGENCY,METHODNUMBER,BESTVALUE,SAR,SARLOWERLIMIT,SARUPPERLIMIT,SARALPHA,RETURNSMISSING,RETURNSMISSINGEXPLANATION,REARINGTYPE,TSO,TSOLOWERLIMIT,TSOUPPERLIMIT,TSOALPHA,TAR,TARLOWERLIMIT,TARUPPERLIMIT,TARALPHA,RETURNDEF,HARVESTADJ,OCEANHARVEST,MAINSTEMHARVEST,TRIBHARVEST,BROODSTOCKREMOVED,PROTMETHNAME,PROTMETHURL,PROTMETHDOCUMENTATION,METHODADJUSTMENTS,OTHERDATASOURCES,COMMENTS,NULLRECORD,DATASTATUS,INDICATORLOCATION,METRICLOCATION,MEASURELOCATION,CONTACTPERSONFIRST,CONTACTPERSONLAST,CONTACTPHONE,CONTACTEMAIL,METACOMMENTS,SUBMITAGENCY,REFID,COMPILERRECORDID,ID,DATASETVERSION,UPDDATE,SNLOADDATE,HLI_LASTUPDATED,LASTUPDATED,LASTMODIFIEDON
Chinook salmon,Spring/summer,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",Upper Salmon,1011,,Upper Salmon Basin (Superpopulation),Upper Salmon Basin wild Chinook salmon,"Salmon, Chinook (Snake River spring/summer-run ESU) Upper Salmon wild Chinook {SuperPopulation}",,Multiple,"Due to the nature of mainstem SAR estimation, this SAR was calculated using marked fish from more than one population.",Lower Granite Dam,Smolts outmigrating past a point,LGR,Bonneville Dam,From Lower Granite Dam to Bonneville Dam,Excluding jacks,,2020,,FPC,Fish Passage Center,1,Yes,1.65,1.31,2.01,0.1,,,Natural,4491,,,,,,,,Returns to a dam,Not adjusted,,,,,,https://www.fpc.org/documents/CSS/CSS Report 2023 Final.pdf,,,"Data provided to FPC by USFWS, NPT, CTWSRO, CCT, SBT, CRITFC, IDFG, ODFW, WDFW, PSMFC, and others for the BPA-funded Comparative Survival Study.","Data extracted 2/12/2024 from Fish Passage Center (https://www.fpc.org).  If you contact FPC with questions, be sure to inform them that you obtained these data via the Coordinated Assessments query system.",No,Final,https://www.fpc.org/,https://www.fpc.org/,,Michele,DeHart  [But see Comments.],503-833-3900,mdehart@fpc.org,,PSMFC,,1011 LGR_to_BOA 2020 w/o jacks,30F81123-BBB9-7CA1-D6FA-F157D1A26C34,2024/11/25 10:00,2024/02/12 09:54:21,2024/02/12 11:33:03,,2024/02/12 11:33:03,2024/07/31 04:06:20
Chinook salmon,Spring/summer,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",Upper Salmon,1011,,Upper Salmon Basin (Superpopulation),Upper Salmon Basin wild Chinook salmon,"Salmon, Chinook (Snake River spring/summer-run ESU) Upper Salmon wild Chinook {SuperPopulation}",,Multiple,"Due to the nature of mainstem SAR estimation, this SAR was calculated using marked fish from more than one population.",Lower Granite Dam,Smolts outmigrating past a point,LGR,Lower Granite Dam,From Lower Granite Dam to Lower Granite Dam,Excluding jacks,,2020,,FPC,Fish Passage Center,1,Yes,1.4,1.11,1.72,0.1,,,Natural,4491,,,,,,,,Returns to a dam,Not adjusted,,,,,,https://www.fpc.org/documents/CSS/CSS Report 2023 Final.pdf,,,"Data provided to FPC by USFWS, NPT, CTWSRO, CCT, SBT, CRITFC, IDFG, ODFW, WDFW, PSMFC, and others for the BPA-funded Comparative Survival Study.","Data extracted 2/12/2024 from Fish Passage Center (https://www.fpc.org).  If you contact FPC with questions, be sure to inform them that you obtained these data via the Coordinated Assessments query system.",No,Final,https://www.fpc.org/,https://www.fpc.org/,,Michele,DeHart  [But see Comments.],503-833-3900,mdehart@fpc.org,,PSMFC,,1011 LGR_to_GRA 2020 w/o jacks,30F817D5-D59B-CC50-5813-9D26DC5D4E1A,2024/11/25 10:00,2024/02/12 09:54:21,2024/02/12 11:33:08,,2024/02/12 11:33:08,2024/07/31 04:06:20
Chinook salmon,Spring/summer,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",Upper Salmon,1011,,Upper Salmon Basin (Superpopulation),Upper Salmon Basin wild Chinook salmon,"Salmon, Chinook (Snake River spring/summer-run ESU) Upper Salmon wild Chinook {SuperPopulation}",,Multiple,"Due to the nature of mainstem SAR estimation, this SAR was calculated using marked fish from more than one population.",Lower Granite Dam,Smolts outmigrating past a point,LGR,Bonneville Dam,From Lower Granite Dam to Bonneville Dam,Including jacks,,2020,,FPC,Fish Passage Center,1,Yes,1.71,1.37,2.07,0.1,,,Natural,4491,,,,,,,,Returns to a dam,Not adjusted,,,,,,https://www.fpc.org/documents/CSS/CSS Report 2023 Final.pdf,,,"Data provided to FPC by USFWS, NPT, CTWSRO, CCT, SBT, CRITFC, IDFG, ODFW, WDFW, PSMFC, and others for the BPA-funded Comparative Survival Study.","Data extracted 2/12/2024 from Fish Passage Center (https://www.fpc.org).  If you contact FPC with questions, be sure to inform them that you obtained these data via the Coordinated Assessments query system.",No,Final,https://www.fpc.org/,https://www.fpc.org/,,Michele,DeHart  [But see Comments.],503-833-3900,mdehart@fpc.org,,PSMFC,,1011 LGR_to_BOA 2020 w/ jacks,30E6E3CE-ECEB-B766-9438-88FBCC48761C,2024/11/25 10:00,2024/02/12 09:54:08,2024/02/12 10:50:52,,2024/02/12 10:50:52,2024/07/31 04:06:20
Chinook salmon,Spring/summer,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",Upper Salmon,1011,,Upper Salmon Basin (Superpopulation),Upper Salmon Basin wild Chinook salmon,"Salmon, Chinook (Snake River spring/summer-run ESU) Upper Salmon wild Chinook {SuperPopulation}",,Multiple,"Due to the nature of mainstem SAR estimation, this SAR was calculated using marked fish from more than one population.",Lower Granite Dam,Smolts outmigrating past a point,LGR,Lower Granite Dam,From Lower Granite Dam to Lower Granite Dam,Including jacks,,2020,,FPC,Fish Passage Center,1,Yes,1.47,1.17,1.78,0.1,,,Natural,4491,,,,,,,,Returns to a dam,Not adjusted,,,,,,https://www.fpc.org/documents/CSS/CSS Report 2023 Final.pdf,,,"Data provided to FPC by USFWS, NPT, CTWSRO, CCT, SBT, CRITFC, IDFG, ODFW, WDFW, PSMFC, and others for the BPA-funded Comparative Survival Study.","Data extracted 2/12/2024 from Fish Passage Center (https://www.fpc.org).  If you contact FPC with questions, be sure to inform them that you obtained these data via the Coordinated Assessments query system.",No,Final,https://www.fpc.org/,https://www.fpc.org/,,Michele,DeHart  [But see Comments.],503-833-3900,mdehart@fpc.org,,PSMFC,,1011 LGR_to_GRA 2020 w/ jacks,30E6E9B9-905F-FC2D-DA4D-49DE020E06DD,2024/11/25 10:00,2024/02/12 09:54:08,2024/02/12 10:50:57,,2024/02/12 10:50:57,2024/07/31 04:06:20
Chinook salmon,Spring/summer,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",Upper Salmon,1011,,Upper Salmon Basin (Superpopulation),Upper Salmon Basin wild Chinook salmon,"Salmon, Chinook (Snake River spring/summer-run ESU) Upper Salmon wild Chinook {SuperPopulation}",,Multiple,"Due to the nature of mainstem SAR estimation, this SAR was calculated using marked fish from more than one population.",Lower Granite Dam,Smolts outmigrating past a point,LGR,Bonneville Dam,From Lower Granite Dam to Bonneville Dam,Excluding jacks,,2021,,FPC,Fish Passage Center,1,Yes,0.92,0.7,1.15,0.1,,,Natural,4469,,,,,,,,Returns to a dam,Not adjusted,,,,,,https://www.fpc.org/documents/CSS/CSS Report 2023 Final.pdf,,,"Data provided to FPC by USFWS, NPT, CTWSRO, CCT, SBT, CRITFC, IDFG, ODFW, WDFW, PSMFC, and others for the BPA-funded Comparative Survival Study.","Data extracted 2/12/2024 from Fish Passage Center (https://www.fpc.org).  If you contact FPC with questions, be sure to inform them that you obtained these data via the Coordinated Assessments query system.",No,Final,https://www.fpc.org/,https://www.fpc.org/,,Michele,DeHart  [But see Comments.],503-833-3900,mdehart@fpc.org,,PSMFC,,1011 LGR_to_BOA 2021 w/o jacks,30F8200D-AD73-6E02-2F5E-231854BA03C4,2024/11/25 10:00,2024/02/12 09:54:21,2024/02/12 11:33:12,,2024/02/12 11:33:12,2024/07/31 04:06:20
Chinook salmon,Spring/summer,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",Upper Salmon,1011,,Upper Salmon Basin (Superpopulation),Upper Salmon Basin wild Chinook salmon,"Salmon, Chinook (Snake River spring/summer-run ESU) Upper Salmon wild Chinook {SuperPopulation}",,Multiple,"Due to the nature of mainstem SAR estimation, this SAR was calculated using marked fish from more than one population.",Lower Granite Dam,Smolts outmigrating past a point,LGR,Lower Granite Dam,From Lower Granite Dam to Lower Granite Dam,Excluding jacks,,2021,,FPC,Fish Passage Center,1,Yes,0.76,0.55,0.97,0.1,,,Natural,4469,,,,,,,,Returns to a dam,Not adjusted,,,,,,https://www.fpc.org/documents/CSS/CSS Report 2023 Final.pdf,,,"Data provided to FPC by USFWS, NPT, CTWSRO, CCT, SBT, CRITFC, IDFG, ODFW, WDFW, PSMFC, and others for the BPA-funded Comparative Survival Study.","Data extracted 2/12/2024 from Fish Passage Center (https://www.fpc.org).  If you contact FPC with questions, be sure to inform them that you obtained these data via the Coordinated Assessments query system.",No,Final,https://www.fpc.org/,https://www.fpc.org/,,Michele,DeHart  [But see Comments.],503-833-3900,mdehart@fpc.org,,PSMFC,,1011 LGR_to_GRA 2021 w/o jacks,30F82854-918C-46DC-B11F-60E61FA829EE,2024/11/25 10:00,2024/02/12 09:54:21,2024/02/12 11:33:17,,2024/02/12 11:33:17,2024/07/31 04:06:20
Chinook salmon,Spring/summer,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",Upper Salmon,1011,,Upper Salmon Basin (Superpopulation),Upper Salmon Basin wild Chinook salmon,"Salmon, Chinook (Snake River spring/summer-run ESU) Upper Salmon wild Chinook {SuperPopulation}",,Multiple,"Due to the nature of mainstem SAR estimation, this SAR was calculated using marked fish from more than one population.",Lower Granite Dam,Smolts outmigrating past a point,LGR,Bonneville Dam,From Lower Granite Dam to Bonneville Dam,Including jacks,,2021,,FPC,Fish Passage Center,1,Yes,0.98,0.75,1.23,0.1,,,Natural,4469,,,,,,,,Returns to a dam,Not adjusted,,,,,,https://www.fpc.org/documents/CSS/CSS Report 2023 Final.pdf,,,"Data provided to FPC by USFWS, NPT, CTWSRO, CCT, SBT, CRITFC, IDFG, ODFW, WDFW, PSMFC, and others for the BPA-funded Comparative Survival Study.","Data extracted 2/12/2024 from Fish Passage Center (https://www.fpc.org).  If you contact FPC with questions, be sure to inform them that you obtained these data via the Coordinated Assessments query system.",No,Final,https://www.fpc.org/,https://www.fpc.org/,,Michele,DeHart  [But see Comments.],503-833-3900,mdehart@fpc.org,,PSMFC,,1011 LGR_to_BOA 2021 w/ jacks,30E6F270-0332-349F-D2C3-23D3B67AE0E4,2024/11/25 10:00,2024/02/12 09:54:08,2024/02/12 10:51:01,,2024/02/12 10:51:01,2024/07/31 04:06:20
Chinook salmon,Spring/summer,Interior Columbia,"Salmon, Chinook (Snake River spring/summer-run ESU)",Upper Salmon,1011,,Upper Salmon Basin (Superpopulation),Upper Salmon Basin wild Chinook salmon,"Salmon, Chinook (Snake River spring/summer-run ESU) Upper Salmon wild Chinook {SuperPopulation}",,Multiple,"Due to the nature of mainstem SAR estimation, this SAR was calculated using marked fish from more than one population.",Lower Granite Dam,Smolts outmigrating past a point,LGR,Lower Granite Dam,From Lower Granite Dam to Lower Granite Dam,Including jacks,,2021,,FPC,Fish Passage Center,1,Yes,0.83,0.6,1.06,0.1,,,Natural,4469,,,,,,,,Returns to a dam,Not adjusted,,,,,,https://www.fpc.org/documents/CSS/CSS Report 2023 Final.pdf,,,"Data provided to FPC by USFWS, NPT, CTWSRO, CCT, SBT, CRITFC, IDFG, ODFW, WDFW, PSMFC, and others for the BPA-funded Comparative Survival Study.","Data extracted 2/12/2024 from Fish Passage Center (https://www.fpc.org).  If you contact FPC with questions, be sure to inform them that you obtained these data via the Coordinated Assessments query system.",No,Final,https://www.fpc.org/,https://www.fpc.org/,,Michele,DeHart  [But see Comments.],503-833-3900,mdehart@fpc.org,,PSMFC,,1011 LGR_to_GRA 2021 w/ jacks,30E6FAE6-955D-B9C4-7360-F4AB967FA353,2024/11/25 10:00,2024/02/12 09:54:08,2024/02/12 10:51:06,,2024/02/12 10:51:06,2024/07/31 04:06:20
Steelhead,Summer,Interior Columbia,Steelhead (Snake River Basin DPS),Clearwater,1013,,Clearwater Basin (Superpopulation),Clearwater Basin wild Steelhead,Steelhead (Snake River Basin DPS) Clearwater Basin wild Steelhead {SuperPopulation},,Multiple,"Due to the nature of mainstem SAR estimation, this SAR was calculated using marked fish from more than one population.",Lower Granite Dam,Smolts outmigrating past a point,LGR,Bonneville Dam,From Lower Granite Dam to Bonneville Dam,Including jacks,,2006,,FPC,Fish Passage Center,1,Yes,1.24,0.89,1.6,0.1,,,Natural,2748,,,,,,,,Returns to a dam,Not adjusted,,,,,,https://www.fpc.org/documents/CSS/CSS Report 2023 Final.pdf,,,"Data provided to FPC by USFWS, NPT, CTWSRO, CCT, SBT, CRITFC, IDFG, ODFW, WDFW, PSMFC, and others for the BPA-funded Comparative Survival Study.","Data extracted 2/12/2024 from Fish Passage Center (https://www.fpc.org).  If you contact FPC with questions, be sure to inform them that you obtained these data via the Coordinated Assessments query system.",No,Final,https://www.fpc.org/,https://www.fpc.org/,,Michele,DeHart  [But see Comments.],503-833-3900,mdehart@fpc.org,,PSMFC,,1013 LGR_to_BOA 2006 w/ jacks,30D5BF49-0F2B-AFD2-5211-9B5276E55606,2024/11/25 10:00,2024/02/12 09:54:08,2024/02/12 10:10:07,,2024/02/12 10:10:07,2024/07/31 04:06:20
Steelhead,Summer,Interior Columbia,Steelhead (Snake River Basin DPS),Clearwater,1013,,Clearwater Basin (Superpopulation),Clearwater Basin wild Steelhead,Steelhead (Snake River Basin DPS) Clearwater Basin wild Steelhead {SuperPopulation},,Multiple,"Due to the nature of mainstem SAR estimation, this SAR was calculated using marked fish from more than one population.",Lower Granite Dam,Smolts outmigrating past a point,LGR,Lower Granite Dam,From Lower Granite Dam to Lower Granite Dam,Including jacks,,2006,,FPC,Fish Passage Center,1,Yes,0.8,0.53,1.1,0.1,,,Natural,2748,,,,,,,,Returns to a dam,Not adjusted,,,,,,https://www.fpc.org/documents/CSS/CSS Report 2023 Final.pdf,,,"Data provided to FPC by USFWS, NPT, CTWSRO, CCT, SBT, CRITFC, IDFG, ODFW, WDFW, PSMFC, and others for the BPA-funded Comparative Survival Study.","Data extracted 2/12/2024 from Fish Passage Center (https://www.fpc.org).  If you contact FPC with questions, be sure to inform them that you obtained these data via the Coordinated Assessments query system.",No,Final,https://www.fpc.org/,https://www.fpc.org/,,Michele,DeHart  [But see Comments.],503-833-3900,mdehart@fpc.org,,PSMFC,,1013 LGR_to_GRA 2006 w/ jacks,30D5C7C0-A203-575F-0534-03795F661BDF,2024/11/25 10:00,2024/02/12 09:54:08,2024/02/12 10:10:12,,2024/02/12 10:10:12,2024/07/31 04:06:20
Steelhead,Summer,Interior Columbia,Steelhead (Snake River Basin DPS),Clearwater,1013,,Clearwater Basin (Superpopulation),Clearwater Basin wild Steelhead,Steelhead (Snake River Basin DPS) Clearwater Basin wild Steelhead {SuperPopulation},,Multiple,"Due to the nature of mainstem SAR estimation, this SAR was calculated using marked fish from more than one population.",Lower Granite Dam,Smolts outmigrating past a point,LGR,Bonneville Dam,From Lower Granite Dam to Bonneville Dam,Including jacks,,2007,,FPC,Fish Passage Center,1,Yes,1.51,1.08,1.94,0.1,,,Natural,2253,,,,,,,,Returns to a dam,Not adjusted,,,,,,https://www.fpc.org/documents/CSS/CSS Report 2023 Final.pdf,,,"Data provided to FPC by USFWS, NPT, CTWSRO, CCT, SBT, CRITFC, IDFG, ODFW, WDFW, PSMFC, and others for the BPA-funded Comparative Survival Study.","Data extracted 2/12/2024 from Fish Passage Center (https://www.fpc.org).  If you contact FPC with questions, be sure to inform them that you obtained these data via the Coordinated Assessments query system.",No,Final,https://www.fpc.org/,https://www.fpc.org/,,Michele,DeHart  [But see Comments.],503-833-3900,mdehart@fpc.org,,PSMFC,,1013 LGR_to_BOA 2007 w/ jacks,30D5CFBE-A91F-DAF1-5FEA-129EC9C404D7,2024/11/25 10:00,2024/02/12 09:54:08,2024/02/12 10:10:16,,2024/02/12 10:10:16,2024/07/31 04:06:20
Steelhead,Summer,Interior Columbia,Steelhead (Snake River Basin DPS),Clearwater,1013,,Clearwater Basin (Superpopulation),Clearwater Basin wild Steelhead,Steelhead (Snake River Basin DPS) Clearwater Basin wild Steelhead {SuperPopulation},,Multiple,"Due to the nature of mainstem SAR estimation, this SAR was calculated using marked fish from more than one population.",Lower Granite Dam,Smolts outmigrating past a point,LGR,Lower Granite Dam,From Lower Granite Dam to Lower Granite Dam,Including jacks,,2007,,FPC,Fish Passage Center,1,Yes,1.15,0.78,1.56,0.1,,,Natural,2253,,,,,,,,Returns to a dam,Not adjusted,,,,,,https://www.fpc.org/documents/CSS/CSS Report 2023 Final.pdf,,,"Data provided to FPC by USFWS, NPT, CTWSRO, CCT, SBT, CRITFC, IDFG, ODFW, WDFW, PSMFC, and others for the BPA-funded Comparative Survival Study.","Data extracted 2/12/2024 from Fish Passage Center (https://www.fpc.org).  If you contact FPC with questions, be sure to inform them that you obtained these data via the Coordinated Assessments query system.",No,Final,https://www.fpc.org/,https://www.fpc.org/,,Michele,DeHart  [But see Comments.],503-833-3900,mdehart@fpc.org,,PSMFC,,1013 LGR_to_GRA 2007 w/ jacks,30D5D86B-0F90-4E26-DA8B-34284794E269,2024/11/25 10:00,2024/02/12 09:54:08,2024/02/12 10:10:20,,2024/02/12 10:10:20,2024/07/31 04:06:20
Steelhead,Summer,Interior Columbia,Steelhead (Snake River Basin DPS),Clearwater,1013,,Clearwater Basin (Superpopulation),Clearwater Basin wild Steelhead,Steelhead (Snake River Basin DPS) Clearwater Basin wild Steelhead {SuperPopulation},,Multiple,"Due to the nature of mainstem SAR estimation, this SAR was calculated using marked fish from more than one population.",Lower Granite Dam,Smolts outmigrating past a point,LGR,Bonneville Dam,From Lower Granite Dam to Bonneville Dam,Including jacks,,2008,,FPC,Fish Passage Center,1,Yes,3.97,3.41,4.5,0.1,,,Natural,3524,,,,,,,,Returns to a dam,Not adjusted,,,,,,https://www.fpc.org/documents/CSS/CSS Report 2023 Final.pdf,,,"Data provided to FPC by USFWS, NPT, CTWSRO, CCT, SBT, CRITFC, IDFG, ODFW, WDFW, PSMFC, and others for the BPA-funded Comparative Survival Study.","Data extracted 2/12/2024 from Fish Passage Center (https://www.fpc.org).  If you contact FPC with questions, be sure to inform them that you obtained these data via the Coordinated Assessments query system.",No,Final,https://www.fpc.org/,https://www.fpc.org/,,Michele,DeHart  [But see Comments.],503-833-3900,mdehart@fpc.org,,PSMFC,,1013 LGR_to_BOA 2008 w/ jacks,30D5E05E-BFB0-E2BC-DC3E-D41879BD6D21,2024/11/25 10:00,2024/02/12 09:54:08,2024/02/12 10:10:25,,2024/02/12 10:10:25,2024/07/31 04:06:20
Steelhead,Summer,Interior Columbia,Steelhead (Snake River Basin DPS),Clearwater,1013,,Clearwater Basin (Superpopulation),Clearwater Basin wild Steelhead,Steelhead (Snake River Basin DPS) Clearwater Basin wild Steelhead {SuperPopulation},,Multiple,"Due to the nature of mainstem SAR estimation, this SAR was calculated using marked fish from more than one population.",Lower Granite Dam,Smolts outmigrating past a point,LGR,Lower Granite Dam,From Lower Granite Dam to Lower Granite Dam,Including jacks,,2008,,FPC,Fish Passage Center,1,Yes,2.81,2.36,3.25,0.1,,,Natural,3524,,,,,,,,Returns to a dam,Not adjusted,,,,,,https://www.fpc.org/documents/CSS/CSS Report 2023 Final.pdf,,,"Data provided to FPC by USFWS, NPT, CTWSRO, CCT, SBT, CRITFC, IDFG, ODFW, WDFW, PSMFC, and others for the BPA-funded Comparative Survival Study.","Data extracted 2/12/2024 from Fish Passage Center (https://www.fpc.org).  If you contact FPC with questions, be sure to inform them that you obtained these data via the Coordinated Assessments query system.",No,Final,https://www.fpc.org/,https://www.fpc.org/,,Michele,DeHart  [But see Comments.],503-833-3900,mdehart@fpc.org,,PSMFC,,1013 LGR_to_GRA 2008 w/ jacks,30D82BA8-CC49-F30E-3371-2B3E0EEB4526,2024/11/25 10:00,2024/02/12 09:54:08,2024/02/12 10:14:24,,2024/02/12 10:14:24,2024/07/31 04:06:20
Steelhead,Summer,Interior Columbia,Steelhead (Snake River Basin DPS),Clearwater,1013,,Clearwater Basin (Superpopulation),Clearwater Basin wild Steelhead,Steelhead (Snake River Basin DPS) Clearwater Basin wild Steelhead {SuperPopulation},,Multiple,"Due to the nature of mainstem SAR estimation, this SAR was calculated using marked fish from more than one population.",Lower Granite Dam,Smolts outmigrating past a point,LGR,Bonneville Dam,From Lower Granite Dam to Bonneville Dam,Including jacks,,2009,,FPC,Fish Passage Center,1,Yes,2.28,1.72,2.88,0.1,,,Natural,1753,,,,,,,,Returns to a dam,Not adjusted,,,,,,https://www.fpc.org/documents/CSS/CSS Report 2023 Final.pdf,,,"Data provided to FPC by USFWS, NPT, CTWSRO, CCT, SBT, CRITFC, IDFG, ODFW, WDFW, PSMFC, and others for the BPA-funded Comparative Survival Study.","Data extracted 2/12/2024 from Fish Passage Center (https://www.fpc.org).  If you contact FPC with questions, be sure to inform them that you obtained these data via the Coordinated Assessments query system.",No,Final,https://www.fpc.org/,https://www.fpc.org/,,Michele,DeHart  [But see Comments.],503-833-3900,mdehart@fpc.org,,PSMFC,,1013 LGR_to_BOA 2009 w/ jacks,30D833A7-0593-EAC2-E9D4-AC64173BC716,2024/11/25 10:00,2024/02/12 09:54:08,2024/02/12 10:14:28,,2024/02/12 10:14:28,2024/07/31 04:06:20
Steelhead,Summer,Interior Columbia,Steelhead (Snake River Basin DPS),Clearwater,1013,,Clearwater Basin (Superpopulation),Clearwater Basin wild Steelhead,Steelhead (Snake River Basin DPS) Clearwater Basin wild Steelhead {SuperPopulation},,Multiple,"Due to the nature of mainstem SAR estimation, this SAR was calculated using marked fish from more than one population.",Lower Granite Dam,Smolts outmigrating past a point,LGR,Lower Granite Dam,From Lower Granite Dam to Lower Granite Dam,Including jacks,,2009,,FPC,Fish Passage Center,1,Yes,1.71,1.24,2.22,0.1,,,Natural,1753,,,,,,,,Returns to a dam,Not adjusted,,,,,,https://www.fpc.org/documents/CSS/CSS Report 2023 Final.pdf,,,"Data provided to FPC by USFWS, NPT, CTWSRO, CCT, SBT, CRITFC, IDFG, ODFW, WDFW, PSMFC, and others for the BPA-funded Comparative Survival Study.","Data extracted 2/12/2024 from Fish Passage Center (https://www.fpc.org).  If you contact FPC with questions, be sure to inform them that you obtained these data via the Coordinated Assessments query system.",No,Final,https://www.fpc.org/,https://www.fpc.org/,,Michele,DeHart  [But see Comments.],503-833-3900,mdehart@fpc.org,,PSMFC,,1013 LGR_to_GRA 2009 w/ jacks,30D83BF1-BFA0-0DC0-482F-FF3951ABFA38,2024/11/25 10:00,2024/02/12 09:54:08,2024/02/12 10:14:32,,2024/02/12 10:14:32,2024/07/31 04:06:20
Steelhead,Summer,Interior Columbia,Steelhead (Snake River Basin DPS),Clearwater,1013,,Clearwater Basin (Superpopulation),Clearwater Basin wild Steelhead,Steelhead (Snake River Basin DPS) Clearwater Basin wild Steelhead {SuperPopulation},,Multiple,"Due to the nature of mainstem SAR estimation, this SAR was calculated using marked fish from more than one population.",Lower Granite Dam,Smolts outmigrating past a point,LGR,Bonneville Dam,From Lower Granite Dam to Bonneville Dam,Including jacks,,2010,,FPC,Fish Passage Center,1,Yes,1.88,1.52,2.24,0.1,,,Natural,3608,,,,,,,,Returns to a dam,Not adjusted,,,,,,https://www.fpc.org/documents/CSS/CSS Report 2023 Final.pdf,,,"Data provided to FPC by USFWS, NPT, CTWSRO, CCT, SBT, CRITFC, IDFG, ODFW, WDFW, PSMFC, and others for the BPA-funded Comparative Survival Study.","Data extracted 2/12/2024 from Fish Passage Center (https://www.fpc.org).  If you contact FPC with questions, be sure to inform them that you obtained these data via the Coordinated Assessments query system.",No,Final,https://www.fpc.org/,https://www.fpc.org/,,Michele,DeHart  [But see Comments.],503-833-3900,mdehart@fpc.org,,PSMFC,,1013 LGR_to_BOA 2010 w/ jacks,30D88DF9-F44F-2CA2-56E7-D50848D76208,2024/11/25 10:00,2024/02/12 09:54:08,2024/02/12 10:16:37,,2024/02/12 10:16:37,2024/07/31 04:06:20
Steelhead,Summer,Interior Columbia,Steelhead (Snake River Basin DPS),Clearwater,1013,,Clearwater Basin (Superpopulation),Clearwater Basin wild Steelhead,Steelhead (Snake River Basin DPS) Clearwater Basin wild Steelhead {SuperPopulation},,Multiple,"Due to the nature of mainstem SAR estimation, this SAR was calculated using marked fish from more than one population.",Lower Granite Dam,Smolts outmigrating past a point,LGR,Lower Granite Dam,From Lower Granite Dam to Lower Granite Dam,Including jacks,,2010,,FPC,Fish Passage Center,1,Yes,1.44,1.11,1.75,0.1,,,Natural,3608,,,,,,,,Returns to a dam,Not adjusted,,,,,,https://www.fpc.org/documents/CSS/CSS Report 2023 Final.pdf,,,"Data provided to FPC by USFWS, NPT, CTWSRO, CCT, SBT, CRITFC, IDFG, ODFW, WDFW, PSMFC, and others for the BPA-funded Comparative Survival Study.","Data extracted 2/12/2024 from Fish Passage Center (https://www.fpc.org).  If you contact FPC with questions, be sure to inform them that you obtained these data via the Coordinated Assessments query system.",No,Final,https://www.fpc.org/,https://www.fpc.org/,,Michele,DeHart  [But see Comments.],503-833-3900,mdehart@fpc.org,,PSMFC,,1013 LGR_to_GRA 2010 w/ jacks,30D8963D-9EC6-5A5A-FCC3-A77CF6307632,2024/11/25 10:00,2024/02/12 09:54:08,2024/02/12 10:16:41,,2024/02/12 10:16:41,2024/07/31 04:06:20
Steelhead,Summer,Interior Columbia,Steelhead (Snake River Basin DPS),Clearwater,1013,,Clearwater Basin (Superpopulation),Clearwater Basin wild Steelhead,Steelhead (Snake River Basin DPS) Clearwater Basin wild Steelhead {SuperPopulation},,Multiple,"Due to the nature of mainstem SAR estimation, this SAR was calculated using marked fish from more than one population.",Lower Granite Dam,Smolts outmigrating past a point,LGR,Bonneville Dam,From Lower Granite Dam to Bonneville Dam,Including jacks,,2011,,FPC,Fish Passage Center,1,Yes,1.15,0.75,1.54,0.1,,,Natural,1830,,,,,,,,Returns to a dam,Not adjusted,,,,,,https://www.fpc.org/documents/CSS/CSS Report 2023 Final.pdf,,,"Data provided to FPC by USFWS, NPT, CTWSRO, CCT, SBT, CRITFC, IDFG, ODFW, WDFW, PSMFC, and others for the BPA-funded Comparative Survival Study.","Data extracted 2/12/2024 from Fish Passage Center (https://www.fpc.org).  If you contact FPC with questions, be sure to inform them that you obtained these data via the Coordinated Assessments query system.",No,Final,https://www.fpc.org/,https://www.fpc.org/,,Michele,DeHart  [But see Comments.],503-833-3900,mdehart@fpc.org,,PSMFC,,1013 LGR_to_BOA 2011 w/ jacks,30D89F44-C443-7856-271C-D2DE77B31ED7,2024/11/25 10:00,2024/02/12 09:54:08,2024/02/12 10:16:45,,2024/02/12 10:16:45,2024/07/31 04:06:20
